I,j,delta,delta_0,dr,dx,p0,kappa,lambda,I_k,P_v,i_v,j_v,x_sn0,x_pist0
2451,32,1600,650,0.0025,0.0025,100000,1,0,1000000,5000000,0,0,0.9400001,0.07600001
I,j,type,r_1,r_2,x_1,x_2,,,,,,,,
275,22,0,1,1,1,1,,,,,,,,
275,23,0,1,1,1,1,,,,,,,,
275,24,0,1,1,1,1,,,,,,,,
275,25,0,1,1,1,1,,,,,,,,
275,26,0,1,1,1,1,,,,,,,,
275,27,0,1,1,1,1,,,,,,,,
275,28,0,1,1,1,1,,,,,,,,
275,29,13,1,1,1,1,,,,,,,,
275,30,18,1,1,1,1,,,,,,,,
275,31,18,1,1,1,1,,,,,,,,
276,0,18,1,1,1,1,,,,,,,,
276,1,18,1,1,1,1,,,,,,,,
276,2,14,1,1,1,1,,,,,,,,
276,3,0,1,1,1,1,,,,,,,,
276,4,0,1,1,1,1,,,,,,,,
276,5,0,1,1,1,1,,,,,,,,
276,6,0,1,1,1,1,,,,,,,,
276,7,0,1,1,1,1,,,,,,,,
276,8,0,1,1,1,1,,,,,,,,
276,9,0,1,1,1,1,,,,,,,,
276,10,0,1,1,1,1,,,,,,,,
276,11,0,1,1,1,1,,,,,,,,
276,12,0,1,1,1,1,,,,,,,,
276,13,0,1,1,1,1,,,,,,,,
276,14,0,1,1,1,1,,,,,,,,
276,15,0,1,1,1,1,,,,,,,,
276,16,0,1,1,1,1,,,,,,,,
276,17,0,1,1,1,1,,,,,,,,
276,18,0,1,1,1,1,,,,,,,,
276,19,0,1,1,1,1,,,,,,,,
276,20,0,1,1,1,1,,,,,,,,
276,21,0,1,1,1,1,,,,,,,,
276,22,0,1,1,1,1,,,,,,,,
276,23,0,1,1,1,1,,,,,,,,
276,24,0,1,1,1,1,,,,,,,,
276,25,0,1,1,1,1,,,,,,,,
276,26,0,1,1,1,1,,,,,,,,
276,27,0,1,1,1,1,,,,,,,,
276,28,0,1,1,1,1,,,,,,,,
276,29,13,1,1,1,1,,,,,,,,
276,30,18,1,1,1,1,,,,,,,,
276,31,18,1,1,1,1,,,,,,,,
277,0,18,1,1,1,1,,,,,,,,
277,1,18,1,1,1,1,,,,,,,,
277,2,14,1,1,1,1,,,,,,,,
277,3,0,1,1,1,1,,,,,,,,
277,4,0,1,1,1,1,,,,,,,,
277,5,0,1,1,1,1,,,,,,,,
277,6,0,1,1,1,1,,,,,,,,
277,7,0,1,1,1,1,,,,,,,,
277,8,0,1,1,1,1,,,,,,,,
277,9,0,1,1,1,1,,,,,,,,
277,10,0,1,1,1,1,,,,,,,,
277,11,0,1,1,1,1,,,,,,,,
277,12,0,1,1,1,1,,,,,,,,
277,13,0,1,1,1,1,,,,,,,,
277,14,0,1,1,1,1,,,,,,,,
277,15,0,1,1,1,1,,,,,,,,
277,16,0,1,1,1,1,,,,,,,,
277,17,0,1,1,1,1,,,,,,,,
277,18,0,1,1,1,1,,,,,,,,
277,19,0,1,1,1,1,,,,,,,,
277,20,0,1,1,1,1,,,,,,,,
277,21,0,1,1,1,1,,,,,,,,
277,22,0,1,1,1,1,,,,,,,,
277,23,0,1,1,1,1,,,,,,,,
277,24,0,1,1,1,1,,,,,,,,
277,25,0,1,1,1,1,,,,,,,,
277,26,0,1,1,1,1,,,,,,,,
277,27,0,1,1,1,1,,,,,,,,
277,28,0,1,1,1,1,,,,,,,,
277,29,13,1,1,1,1,,,,,,,,
277,30,18,1,1,1,1,,,,,,,,
277,31,18,1,1,1,1,,,,,,,,
278,0,18,1,1,1,1,,,,,,,,
278,1,18,1,1,1,1,,,,,,,,
278,2,14,1,1,1,1,,,,,,,,
278,3,0,1,1,1,1,,,,,,,,
278,4,0,1,1,1,1,,,,,,,,
278,5,0,1,1,1,1,,,,,,,,
278,6,0,1,1,1,1,,,,,,,,
278,7,0,1,1,1,1,,,,,,,,
278,8,0,1,1,1,1,,,,,,,,
278,9,0,1,1,1,1,,,,,,,,
278,10,0,1,1,1,1,,,,,,,,
278,11,0,1,1,1,1,,,,,,,,
278,12,0,1,1,1,1,,,,,,,,
278,13,0,1,1,1,1,,,,,,,,
278,14,0,1,1,1,1,,,,,,,,
278,15,0,1,1,1,1,,,,,,,,
278,16,0,1,1,1,1,,,,,,,,
278,17,0,1,1,1,1,,,,,,,,
278,18,0,1,1,1,1,,,,,,,,
278,19,0,1,1,1,1,,,,,,,,
278,20,0,1,1,1,1,,,,,,,,
278,21,0,1,1,1,1,,,,,,,,
278,22,0,1,1,1,1,,,,,,,,
278,23,0,1,1,1,1,,,,,,,,
278,24,0,1,1,1,1,,,,,,,,
278,25,0,1,1,1,1,,,,,,,,
278,26,0,1,1,1,1,,,,,,,,
278,27,0,1,1,1,1,,,,,,,,
278,28,0,1,1,1,1,,,,,,,,
278,29,13,1,1,1,1,,,,,,,,
278,30,18,1,1,1,1,,,,,,,,
278,31,18,1,1,1,1,,,,,,,,
279,0,18,1,1,1,1,,,,,,,,
279,1,18,1,1,1,1,,,,,,,,
279,2,14,1,1,1,1,,,,,,,,
279,3,0,1,1,1,1,,,,,,,,
279,4,0,1,1,1,1,,,,,,,,
279,5,0,1,1,1,1,,,,,,,,
279,6,0,1,1,1,1,,,,,,,,
279,7,0,1,1,1,1,,,,,,,,
279,8,0,1,1,1,1,,,,,,,,
279,9,0,1,1,1,1,,,,,,,,
279,10,0,1,1,1,1,,,,,,,,
279,11,0,1,1,1,1,,,,,,,,
279,12,0,1,1,1,1,,,,,,,,
279,13,0,1,1,1,1,,,,,,,,
279,14,0,1,1,1,1,,,,,,,,
279,15,0,1,1,1,1,,,,,,,,
279,16,0,1,1,1,1,,,,,,,,
279,17,0,1,1,1,1,,,,,,,,
279,18,0,1,1,1,1,,,,,,,,
279,19,0,1,1,1,1,,,,,,,,
279,20,0,1,1,1,1,,,,,,,,
279,21,0,1,1,1,1,,,,,,,,
279,22,0,1,1,1,1,,,,,,,,
279,23,0,1,1,1,1,,,,,,,,
279,24,0,1,1,1,1,,,,,,,,
279,25,0,1,1,1,1,,,,,,,,
279,26,0,1,1,1,1,,,,,,,,
279,27,0,1,1,1,1,,,,,,,,
279,28,0,1,1,1,1,,,,,,,,
279,29,13,1,1,1,1,,,,,,,,
279,30,18,1,1,1,1,,,,,,,,
279,31,18,1,1,1,1,,,,,,,,
280,0,18,1,1,1,1,,,,,,,,
280,1,18,1,1,1,1,,,,,,,,
280,2,14,1,1,1,1,,,,,,,,
280,3,0,1,1,1,1,,,,,,,,
280,4,0,1,1,1,1,,,,,,,,
280,5,0,1,1,1,1,,,,,,,,
280,6,0,1,1,1,1,,,,,,,,
280,7,0,1,1,1,1,,,,,,,,
280,8,0,1,1,1,1,,,,,,,,
280,9,0,1,1,1,1,,,,,,,,
280,10,0,1,1,1,1,,,,,,,,
280,11,0,1,1,1,1,,,,,,,,
280,12,0,1,1,1,1,,,,,,,,
280,13,0,1,1,1,1,,,,,,,,
280,14,0,1,1,1,1,,,,,,,,
280,15,0,1,1,1,1,,,,,,,,
280,16,0,1,1,1,1,,,,,,,,
280,17,0,1,1,1,1,,,,,,,,
280,18,0,1,1,1,1,,,,,,,,
280,19,0,1,1,1,1,,,,,,,,
280,20,0,1,1,1,1,,,,,,,,
280,21,0,1,1,1,1,,,,,,,,
280,22,0,1,1,1,1,,,,,,,,
280,23,0,1,1,1,1,,,,,,,,
280,24,0,1,1,1,1,,,,,,,,
280,25,0,1,1,1,1,,,,,,,,
280,26,0,1,1,1,1,,,,,,,,
280,27,0,1,1,1,1,,,,,,,,
280,28,0,1,1,1,1,,,,,,,,
280,29,13,1,1,1,1,,,,,,,,
280,30,18,1,1,1,1,,,,,,,,
280,31,18,1,1,1,1,,,,,,,,
281,0,18,1,1,1,1,,,,,,,,
281,1,18,1,1,1,1,,,,,,,,
281,2,14,1,1,1,1,,,,,,,,
281,3,0,1,1,1,1,,,,,,,,
281,4,0,1,1,1,1,,,,,,,,
281,5,0,1,1,1,1,,,,,,,,
281,6,0,1,1,1,1,,,,,,,,
281,7,0,1,1,1,1,,,,,,,,
281,8,0,1,1,1,1,,,,,,,,
281,9,0,1,1,1,1,,,,,,,,
281,10,0,1,1,1,1,,,,,,,,
281,11,0,1,1,1,1,,,,,,,,
281,12,0,1,1,1,1,,,,,,,,
281,13,0,1,1,1,1,,,,,,,,
281,14,0,1,1,1,1,,,,,,,,
281,15,0,1,1,1,1,,,,,,,,
281,16,0,1,1,1,1,,,,,,,,
281,17,0,1,1,1,1,,,,,,,,
281,18,0,1,1,1,1,,,,,,,,
281,19,0,1,1,1,1,,,,,,,,
281,20,0,1,1,1,1,,,,,,,,
281,21,0,1,1,1,1,,,,,,,,
281,22,0,1,1,1,1,,,,,,,,
281,23,0,1,1,1,1,,,,,,,,
281,24,0,1,1,1,1,,,,,,,,
281,25,0,1,1,1,1,,,,,,,,
281,26,0,1,1,1,1,,,,,,,,
281,27,0,1,1,1,1,,,,,,,,
281,28,0,1,1,1,1,,,,,,,,
281,29,13,1,1,1,1,,,,,,,,
281,30,18,1,1,1,1,,,,,,,,
281,31,18,1,1,1,1,,,,,,,,
282,0,18,1,1,1,1,,,,,,,,
282,1,18,1,1,1,1,,,,,,,,
282,2,14,1,1,1,1,,,,,,,,
282,3,0,1,1,1,1,,,,,,,,
282,4,0,1,1,1,1,,,,,,,,
282,5,0,1,1,1,1,,,,,,,,
282,6,0,1,1,1,1,,,,,,,,
282,7,0,1,1,1,1,,,,,,,,
282,8,0,1,1,1,1,,,,,,,,
282,9,0,1,1,1,1,,,,,,,,
282,10,0,1,1,1,1,,,,,,,,
282,11,0,1,1,1,1,,,,,,,,
282,12,0,1,1,1,1,,,,,,,,
282,13,0,1,1,1,1,,,,,,,,
282,14,0,1,1,1,1,,,,,,,,
282,15,0,1,1,1,1,,,,,,,,
282,16,0,1,1,1,1,,,,,,,,
282,17,0,1,1,1,1,,,,,,,,
282,18,0,1,1,1,1,,,,,,,,
282,19,0,1,1,1,1,,,,,,,,
282,20,0,1,1,1,1,,,,,,,,
282,21,0,1,1,1,1,,,,,,,,
282,22,0,1,1,1,1,,,,,,,,
282,23,0,1,1,1,1,,,,,,,,
282,24,0,1,1,1,1,,,,,,,,
282,25,0,1,1,1,1,,,,,,,,
282,26,0,1,1,1,1,,,,,,,,
282,27,0,1,1,1,1,,,,,,,,
282,28,0,1,1,1,1,,,,,,,,
282,29,13,1,1,1,1,,,,,,,,
282,30,18,1,1,1,1,,,,,,,,
282,31,18,1,1,1,1,,,,,,,,
283,0,18,1,1,1,1,,,,,,,,
283,1,18,1,1,1,1,,,,,,,,
283,2,14,1,1,1,1,,,,,,,,
283,3,0,1,1,1,1,,,,,,,,
283,4,0,1,1,1,1,,,,,,,,
283,5,0,1,1,1,1,,,,,,,,
283,6,0,1,1,1,1,,,,,,,,
283,7,0,1,1,1,1,,,,,,,,
283,8,0,1,1,1,1,,,,,,,,
283,9,0,1,1,1,1,,,,,,,,
283,10,0,1,1,1,1,,,,,,,,
283,11,0,1,1,1,1,,,,,,,,
283,12,0,1,1,1,1,,,,,,,,
283,13,0,1,1,1,1,,,,,,,,
283,14,0,1,1,1,1,,,,,,,,
283,15,0,1,1,1,1,,,,,,,,
283,16,0,1,1,1,1,,,,,,,,
283,17,0,1,1,1,1,,,,,,,,
283,18,0,1,1,1,1,,,,,,,,
283,19,0,1,1,1,1,,,,,,,,
283,20,0,1,1,1,1,,,,,,,,
283,21,0,1,1,1,1,,,,,,,,
283,22,0,1,1,1,1,,,,,,,,
283,23,0,1,1,1,1,,,,,,,,
283,24,0,1,1,1,1,,,,,,,,
283,25,0,1,1,1,1,,,,,,,,
283,26,0,1,1,1,1,,,,,,,,
283,27,0,1,1,1,1,,,,,,,,
283,28,0,1,1,1,1,,,,,,,,
283,29,13,1,1,1,1,,,,,,,,
283,30,18,1,1,1,1,,,,,,,,
283,31,18,1,1,1,1,,,,,,,,
284,0,18,1,1,1,1,,,,,,,,
284,1,18,1,1,1,1,,,,,,,,
284,2,14,1,1,1,1,,,,,,,,
284,3,0,1,1,1,1,,,,,,,,
284,4,0,1,1,1,1,,,,,,,,
284,5,0,1,1,1,1,,,,,,,,
284,6,0,1,1,1,1,,,,,,,,
284,7,0,1,1,1,1,,,,,,,,
284,8,0,1,1,1,1,,,,,,,,
284,9,0,1,1,1,1,,,,,,,,
284,10,0,1,1,1,1,,,,,,,,
284,11,0,1,1,1,1,,,,,,,,
284,12,0,1,1,1,1,,,,,,,,
284,13,0,1,1,1,1,,,,,,,,
284,14,0,1,1,1,1,,,,,,,,
284,15,0,1,1,1,1,,,,,,,,
284,16,0,1,1,1,1,,,,,,,,
284,17,0,1,1,1,1,,,,,,,,
284,18,0,1,1,1,1,,,,,,,,
284,19,0,1,1,1,1,,,,,,,,
284,20,0,1,1,1,1,,,,,,,,
284,21,0,1,1,1,1,,,,,,,,
284,22,0,1,1,1,1,,,,,,,,
284,23,0,1,1,1,1,,,,,,,,
284,24,0,1,1,1,1,,,,,,,,
284,25,0,1,1,1,1,,,,,,,,
284,26,0,1,1,1,1,,,,,,,,
284,27,0,1,1,1,1,,,,,,,,
284,28,0,1,1,1,1,,,,,,,,
284,29,13,1,1,1,1,,,,,,,,
284,30,18,1,1,1,1,,,,,,,,
284,31,18,1,1,1,1,,,,,,,,
285,0,18,1,1,1,1,,,,,,,,
285,1,18,1,1,1,1,,,,,,,,
285,2,14,1,1,1,1,,,,,,,,
285,3,0,1,1,1,1,,,,,,,,
285,4,0,1,1,1,1,,,,,,,,
285,5,0,1,1,1,1,,,,,,,,
285,6,0,1,1,1,1,,,,,,,,
285,7,0,1,1,1,1,,,,,,,,
285,8,0,1,1,1,1,,,,,,,,
285,9,0,1,1,1,1,,,,,,,,
285,10,0,1,1,1,1,,,,,,,,
285,11,0,1,1,1,1,,,,,,,,
285,12,0,1,1,1,1,,,,,,,,
285,13,0,1,1,1,1,,,,,,,,
285,14,0,1,1,1,1,,,,,,,,
285,15,0,1,1,1,1,,,,,,,,
285,16,0,1,1,1,1,,,,,,,,
285,17,0,1,1,1,1,,,,,,,,
285,18,0,1,1,1,1,,,,,,,,
285,19,0,1,1,1,1,,,,,,,,
285,20,0,1,1,1,1,,,,,,,,
285,21,0,1,1,1,1,,,,,,,,
285,22,0,1,1,1,1,,,,,,,,
285,23,0,1,1,1,1,,,,,,,,
285,24,0,1,1,1,1,,,,,,,,
285,25,0,1,1,1,1,,,,,,,,
285,26,0,1,1,1,1,,,,,,,,
285,27,0,1,1,1,1,,,,,,,,
285,28,0,1,1,1,1,,,,,,,,
285,29,13,1,1,1,1,,,,,,,,
285,30,18,1,1,1,1,,,,,,,,
285,31,18,1,1,1,1,,,,,,,,
286,0,18,1,1,1,1,,,,,,,,
286,1,18,1,1,1,1,,,,,,,,
286,2,14,1,1,1,1,,,,,,,,
286,3,0,1,1,1,1,,,,,,,,
286,4,0,1,1,1,1,,,,,,,,
286,5,0,1,1,1,1,,,,,,,,
286,6,0,1,1,1,1,,,,,,,,
286,7,0,1,1,1,1,,,,,,,,
286,8,0,1,1,1,1,,,,,,,,
286,9,0,1,1,1,1,,,,,,,,
286,10,0,1,1,1,1,,,,,,,,
286,11,0,1,1,1,1,,,,,,,,
286,12,0,1,1,1,1,,,,,,,,
286,13,0,1,1,1,1,,,,,,,,
286,14,0,1,1,1,1,,,,,,,,
286,15,0,1,1,1,1,,,,,,,,
286,16,0,1,1,1,1,,,,,,,,
286,17,0,1,1,1,1,,,,,,,,
286,18,0,1,1,1,1,,,,,,,,
286,19,0,1,1,1,1,,,,,,,,
286,20,0,1,1,1,1,,,,,,,,
286,21,0,1,1,1,1,,,,,,,,
286,22,0,1,1,1,1,,,,,,,,
286,23,0,1,1,1,1,,,,,,,,
286,24,0,1,1,1,1,,,,,,,,
286,25,0,1,1,1,1,,,,,,,,
286,26,0,1,1,1,1,,,,,,,,
286,27,0,1,1,1,1,,,,,,,,
286,28,0,1,1,1,1,,,,,,,,
286,29,13,1,1,1,1,,,,,,,,
286,30,18,1,1,1,1,,,,,,,,
286,31,18,1,1,1,1,,,,,,,,
287,0,18,1,1,1,1,,,,,,,,
287,1,18,1,1,1,1,,,,,,,,
287,2,14,1,1,1,1,,,,,,,,
287,3,0,1,1,1,1,,,,,,,,
287,4,0,1,1,1,1,,,,,,,,
287,5,0,1,1,1,1,,,,,,,,
287,6,0,1,1,1,1,,,,,,,,
287,7,0,1,1,1,1,,,,,,,,
287,8,0,1,1,1,1,,,,,,,,
287,9,0,1,1,1,1,,,,,,,,
287,10,0,1,1,1,1,,,,,,,,
287,11,0,1,1,1,1,,,,,,,,
287,12,0,1,1,1,1,,,,,,,,
287,13,0,1,1,1,1,,,,,,,,
287,14,0,1,1,1,1,,,,,,,,
287,15,0,1,1,1,1,,,,,,,,
287,16,0,1,1,1,1,,,,,,,,
287,17,0,1,1,1,1,,,,,,,,
287,18,0,1,1,1,1,,,,,,,,
287,19,0,1,1,1,1,,,,,,,,
287,20,0,1,1,1,1,,,,,,,,
287,21,0,1,1,1,1,,,,,,,,
287,22,0,1,1,1,1,,,,,,,,
287,23,0,1,1,1,1,,,,,,,,
287,24,0,1,1,1,1,,,,,,,,
287,25,0,1,1,1,1,,,,,,,,
287,26,0,1,1,1,1,,,,,,,,
287,27,0,1,1,1,1,,,,,,,,
287,28,0,1,1,1,1,,,,,,,,
287,29,13,1,1,1,1,,,,,,,,
287,30,18,1,1,1,1,,,,,,,,
287,31,18,1,1,1,1,,,,,,,,
288,0,18,1,1,1,1,,,,,,,,
288,1,18,1,1,1,1,,,,,,,,
288,2,14,1,1,1,1,,,,,,,,
288,3,0,1,1,1,1,,,,,,,,
288,4,0,1,1,1,1,,,,,,,,
288,5,0,1,1,1,1,,,,,,,,
288,6,0,1,1,1,1,,,,,,,,
288,7,0,1,1,1,1,,,,,,,,
288,8,0,1,1,1,1,,,,,,,,
288,9,0,1,1,1,1,,,,,,,,
288,10,0,1,1,1,1,,,,,,,,
288,11,0,1,1,1,1,,,,,,,,
288,12,0,1,1,1,1,,,,,,,,
288,13,0,1,1,1,1,,,,,,,,
288,14,0,1,1,1,1,,,,,,,,
288,15,0,1,1,1,1,,,,,,,,
288,16,0,1,1,1,1,,,,,,,,
288,17,0,1,1,1,1,,,,,,,,
288,18,0,1,1,1,1,,,,,,,,
288,19,0,1,1,1,1,,,,,,,,
288,20,0,1,1,1,1,,,,,,,,
288,21,0,1,1,1,1,,,,,,,,
288,22,0,1,1,1,1,,,,,,,,
288,23,0,1,1,1,1,,,,,,,,
288,24,0,1,1,1,1,,,,,,,,
288,25,0,1,1,1,1,,,,,,,,
288,26,0,1,1,1,1,,,,,,,,
288,27,0,1,1,1,1,,,,,,,,
288,28,0,1,1,1,1,,,,,,,,
288,29,13,1,1,1,1,,,,,,,,
288,30,18,1,1,1,1,,,,,,,,
288,31,18,1,1,1,1,,,,,,,,
289,0,18,1,1,1,1,,,,,,,,
289,1,18,1,1,1,1,,,,,,,,
289,2,14,1,1,1,1,,,,,,,,
289,3,0,1,1,1,1,,,,,,,,
289,4,0,1,1,1,1,,,,,,,,
289,5,0,1,1,1,1,,,,,,,,
289,6,0,1,1,1,1,,,,,,,,
289,7,0,1,1,1,1,,,,,,,,
289,8,0,1,1,1,1,,,,,,,,
289,9,0,1,1,1,1,,,,,,,,
289,10,0,1,1,1,1,,,,,,,,
289,11,0,1,1,1,1,,,,,,,,
289,12,0,1,1,1,1,,,,,,,,
289,13,0,1,1,1,1,,,,,,,,
289,14,0,1,1,1,1,,,,,,,,
289,15,0,1,1,1,1,,,,,,,,
289,16,0,1,1,1,1,,,,,,,,
289,17,0,1,1,1,1,,,,,,,,
289,18,0,1,1,1,1,,,,,,,,
289,19,0,1,1,1,1,,,,,,,,
289,20,0,1,1,1,1,,,,,,,,
289,21,0,1,1,1,1,,,,,,,,
289,22,0,1,1,1,1,,,,,,,,
289,23,0,1,1,1,1,,,,,,,,
289,24,0,1,1,1,1,,,,,,,,
289,25,0,1,1,1,1,,,,,,,,
289,26,0,1,1,1,1,,,,,,,,
289,27,0,1,1,1,1,,,,,,,,
289,28,0,1,1,1,1,,,,,,,,
289,29,13,1,1,1,1,,,,,,,,
289,30,18,1,1,1,1,,,,,,,,
289,31,18,1,1,1,1,,,,,,,,
290,0,18,1,1,1,1,,,,,,,,
290,1,18,1,1,1,1,,,,,,,,
290,2,14,1,1,1,1,,,,,,,,
290,3,0,1,1,1,1,,,,,,,,
290,4,0,1,1,1,1,,,,,,,,
290,5,0,1,1,1,1,,,,,,,,
290,6,0,1,1,1,1,,,,,,,,
290,7,0,1,1,1,1,,,,,,,,
290,8,0,1,1,1,1,,,,,,,,
290,9,0,1,1,1,1,,,,,,,,
290,10,0,1,1,1,1,,,,,,,,
290,11,0,1,1,1,1,,,,,,,,
290,12,0,1,1,1,1,,,,,,,,
290,13,0,1,1,1,1,,,,,,,,
290,14,0,1,1,1,1,,,,,,,,
290,15,0,1,1,1,1,,,,,,,,
290,16,0,1,1,1,1,,,,,,,,
290,17,0,1,1,1,1,,,,,,,,
290,18,0,1,1,1,1,,,,,,,,
290,19,0,1,1,1,1,,,,,,,,
290,20,0,1,1,1,1,,,,,,,,
290,21,0,1,1,1,1,,,,,,,,
290,22,0,1,1,1,1,,,,,,,,
290,23,0,1,1,1,1,,,,,,,,
290,24,0,1,1,1,1,,,,,,,,
290,25,0,1,1,1,1,,,,,,,,
290,26,0,1,1,1,1,,,,,,,,
290,27,0,1,1,1,1,,,,,,,,
290,28,0,1,1,1,1,,,,,,,,
290,29,13,1,1,1,1,,,,,,,,
290,30,18,1,1,1,1,,,,,,,,
290,31,18,1,1,1,1,,,,,,,,
291,0,18,1,1,1,1,,,,,,,,
291,1,18,1,1,1,1,,,,,,,,
291,2,14,1,1,1,1,,,,,,,,
291,3,0,1,1,1,1,,,,,,,,
291,4,0,1,1,1,1,,,,,,,,
291,5,0,1,1,1,1,,,,,,,,
291,6,0,1,1,1,1,,,,,,,,
291,7,0,1,1,1,1,,,,,,,,
291,8,0,1,1,1,1,,,,,,,,
291,9,0,1,1,1,1,,,,,,,,
291,10,0,1,1,1,1,,,,,,,,
291,11,0,1,1,1,1,,,,,,,,
291,12,0,1,1,1,1,,,,,,,,
291,13,0,1,1,1,1,,,,,,,,
291,14,0,1,1,1,1,,,,,,,,
291,15,0,1,1,1,1,,,,,,,,
291,16,0,1,1,1,1,,,,,,,,
291,17,0,1,1,1,1,,,,,,,,
291,18,0,1,1,1,1,,,,,,,,
291,19,0,1,1,1,1,,,,,,,,
291,20,0,1,1,1,1,,,,,,,,
291,21,0,1,1,1,1,,,,,,,,
291,22,0,1,1,1,1,,,,,,,,
291,23,0,1,1,1,1,,,,,,,,
291,24,0,1,1,1,1,,,,,,,,
291,25,0,1,1,1,1,,,,,,,,
291,26,0,1,1,1,1,,,,,,,,
291,27,0,1,1,1,1,,,,,,,,
291,28,0,1,1,1,1,,,,,,,,
291,29,13,1,1,1,1,,,,,,,,
291,30,18,1,1,1,1,,,,,,,,
291,31,18,1,1,1,1,,,,,,,,
292,0,18,1,1,1,1,,,,,,,,
292,1,18,1,1,1,1,,,,,,,,
292,2,14,1,1,1,1,,,,,,,,
292,3,0,1,1,1,1,,,,,,,,
292,4,0,1,1,1,1,,,,,,,,
292,5,0,1,1,1,1,,,,,,,,
292,6,0,1,1,1,1,,,,,,,,
292,7,0,1,1,1,1,,,,,,,,
292,8,0,1,1,1,1,,,,,,,,
292,9,0,1,1,1,1,,,,,,,,
292,10,0,1,1,1,1,,,,,,,,
292,11,0,1,1,1,1,,,,,,,,
292,12,0,1,1,1,1,,,,,,,,
292,13,0,1,1,1,1,,,,,,,,
292,14,0,1,1,1,1,,,,,,,,
292,15,0,1,1,1,1,,,,,,,,
292,16,0,1,1,1,1,,,,,,,,
292,17,0,1,1,1,1,,,,,,,,
292,18,0,1,1,1,1,,,,,,,,
292,19,0,1,1,1,1,,,,,,,,
292,20,0,1,1,1,1,,,,,,,,
292,21,0,1,1,1,1,,,,,,,,
292,22,0,1,1,1,1,,,,,,,,
292,23,0,1,1,1,1,,,,,,,,
292,24,0,1,1,1,1,,,,,,,,
292,25,0,1,1,1,1,,,,,,,,
292,26,0,1,1,1,1,,,,,,,,
292,27,0,1,1,1,1,,,,,,,,
292,28,0,1,1,1,1,,,,,,,,
292,29,13,1,1,1,1,,,,,,,,
292,30,18,1,1,1,1,,,,,,,,
292,31,18,1,1,1,1,,,,,,,,
293,0,18,1,1,1,1,,,,,,,,
293,1,18,1,1,1,1,,,,,,,,
293,2,14,1,1,1,1,,,,,,,,
293,3,0,1,1,1,1,,,,,,,,
293,4,0,1,1,1,1,,,,,,,,
293,5,0,1,1,1,1,,,,,,,,
293,6,0,1,1,1,1,,,,,,,,
293,7,0,1,1,1,1,,,,,,,,
293,8,0,1,1,1,1,,,,,,,,
293,9,0,1,1,1,1,,,,,,,,
293,10,0,1,1,1,1,,,,,,,,
293,11,0,1,1,1,1,,,,,,,,
293,12,0,1,1,1,1,,,,,,,,
293,13,0,1,1,1,1,,,,,,,,
293,14,0,1,1,1,1,,,,,,,,
293,15,0,1,1,1,1,,,,,,,,
293,16,0,1,1,1,1,,,,,,,,
293,17,0,1,1,1,1,,,,,,,,
293,18,0,1,1,1,1,,,,,,,,
293,19,0,1,1,1,1,,,,,,,,
293,20,0,1,1,1,1,,,,,,,,
293,21,0,1,1,1,1,,,,,,,,
293,22,0,1,1,1,1,,,,,,,,
293,23,0,1,1,1,1,,,,,,,,
293,24,0,1,1,1,1,,,,,,,,
293,25,0,1,1,1,1,,,,,,,,
293,26,0,1,1,1,1,,,,,,,,
293,27,0,1,1,1,1,,,,,,,,
293,28,0,1,1,1,1,,,,,,,,
293,29,13,1,1,1,1,,,,,,,,
293,30,18,1,1,1,1,,,,,,,,
293,31,18,1,1,1,1,,,,,,,,
294,0,18,1,1,1,1,,,,,,,,
294,1,18,1,1,1,1,,,,,,,,
294,2,14,1,1,1,1,,,,,,,,
294,3,0,1,1,1,1,,,,,,,,
294,4,0,1,1,1,1,,,,,,,,
294,5,0,1,1,1,1,,,,,,,,
294,6,0,1,1,1,1,,,,,,,,
294,7,0,1,1,1,1,,,,,,,,
294,8,0,1,1,1,1,,,,,,,,
294,9,0,1,1,1,1,,,,,,,,
294,10,0,1,1,1,1,,,,,,,,
294,11,0,1,1,1,1,,,,,,,,
294,12,0,1,1,1,1,,,,,,,,
294,13,0,1,1,1,1,,,,,,,,
294,14,0,1,1,1,1,,,,,,,,
294,15,0,1,1,1,1,,,,,,,,
294,16,0,1,1,1,1,,,,,,,,
294,17,0,1,1,1,1,,,,,,,,
294,18,0,1,1,1,1,,,,,,,,
294,19,0,1,1,1,1,,,,,,,,
294,20,0,1,1,1,1,,,,,,,,
294,21,0,1,1,1,1,,,,,,,,
294,22,0,1,1,1,1,,,,,,,,
294,23,0,1,1,1,1,,,,,,,,
294,24,0,1,1,1,1,,,,,,,,
294,25,0,1,1,1,1,,,,,,,,
294,26,0,1,1,1,1,,,,,,,,
294,27,0,1,1,1,1,,,,,,,,
294,28,0,1,1,1,1,,,,,,,,
294,29,13,1,1,1,1,,,,,,,,
294,30,18,1,1,1,1,,,,,,,,
294,31,18,1,1,1,1,,,,,,,,
295,0,18,1,1,1,1,,,,,,,,
295,1,18,1,1,1,1,,,,,,,,
295,2,14,1,1,1,1,,,,,,,,
295,3,0,1,1,1,1,,,,,,,,
295,4,0,1,1,1,1,,,,,,,,
295,5,0,1,1,1,1,,,,,,,,
295,6,0,1,1,1,1,,,,,,,,
295,7,0,1,1,1,1,,,,,,,,
295,8,0,1,1,1,1,,,,,,,,
295,9,0,1,1,1,1,,,,,,,,
295,10,0,1,1,1,1,,,,,,,,
295,11,0,1,1,1,1,,,,,,,,
