t,i_sn,x_sn,U_sn,P_0,P_sn
0.0000164054,172,0.0860177022,2.1464205048,40000000.0000000000,39585531.5614053607
0.0000164554,172,0.0860178098,2.1529261719,40000000.0000000000,39584179.1577169970
0.0000165054,172,0.0860179178,2.1594316167,40000000.0000000000,39582825.9751811922
0.0000165554,172,0.0860180261,2.1659368391,40000000.0000000000,39581472.0335440636
0.0000166054,172,0.0860181347,2.1724418391,40000000.0000000000,39580117.3528517932
0.0000166554,172,0.0860182437,2.1789466164,40000000.0000000000,39578761.9534449428
0.0000167054,172,0.0860183530,2.1854511709,40000000.0000000000,39577405.8559355885
0.0000167554,172,0.0860184626,2.1919555026,40000000.0000000000,39576049.0811999366
0.0000168054,172,0.0860185725,2.1984596113,40000000.0000000000,39574691.6503588632
0.0000168554,172,0.0860186827,2.2049634969,40000000.0000000000,39573333.5847671628
0.0000169054,172,0.0860187933,2.2114671593,40000000.0000000000,39571974.9059992209
0.0000169554,172,0.0860189042,2.2179705984,40000000.0000000000,39570615.6358314380
0.0000170054,172,0.0860190154,2.2244738142,40000000.0000000000,39569255.7962297350
0.0000170554,172,0.0860191270,2.2309768064,40000000.0000000000,39567895.4093388617
0.0000171054,172,0.0860192388,2.2374795751,40000000.0000000000,39566534.4974631369
0.0000171554,172,0.0860193510,2.2439821201,40000000.0000000000,39565173.0830559134
0.0000172054,172,0.0860194636,2.2504844414,40000000.0000000000,39563811.1887020618
0.0000172554,172,0.0860195764,2.2569865389,40000000.0000000000,39562448.8371092975
0.0000173054,172,0.0860196896,2.2634884124,40000000.0000000000,39561086.0510874689
0.0000173554,172,0.0860198031,2.2699900620,40000000.0000000000,39559722.8535416201
0.0000174054,172,0.0860199169,2.2764914876,40000000.0000000000,39558359.2674549222
0.0000174554,172,0.0860200311,2.2829926891,40000000.0000000000,39556995.3158734068
0.0000175054,172,0.0860201455,2.2894936664,40000000.0000000000,39555631.0218976140
0.0000175554,172,0.0860202603,2.2959944195,40000000.0000000000,39554266.4086623266
0.0000176054,172,0.0860203755,2.3024949483,40000000.0000000000,39552901.4993302375
0.0000176554,172,0.0860204909,2.3089952528,40000000.0000000000,39551536.3170735687
0.0000177054,172,0.0860206067,2.3154953330,40000000.0000000000,39550170.8850645721
0.0000177554,172,0.0860207228,2.3219951887,40000000.0000000000,39548805.2264591306
0.0000178054,172,0.0860208392,2.3284948201,40000000.0000000000,39547439.3643874675
0.0000178554,172,0.0860209560,2.3349942269,40000000.0000000000,39546073.3219397515
0.0000179054,172,0.0860210730,2.3414934092,40000000.0000000000,39544707.1221519709
0.0000179554,172,0.0860211904,2.3479923671,40000000.0000000000,39543340.7879986838
0.0000180054,172,0.0860213082,2.3544911003,40000000.0000000000,39541974.3423757181
0.0000180554,172,0.0860214262,2.3609896090,40000000.0000000000,39540607.8080898225
0.0000181054,172,0.0860215446,2.3674878931,40000000.0000000000,39539241.2078469172
0.0000181554,172,0.0860216633,2.3739859526,40000000.0000000000,39537874.5642402321
0.0000182054,172,0.0860217823,2.3804837876,40000000.0000000000,39536507.8997389153
0.0000182554,172,0.0860219017,2.3869813979,40000000.0000000000,39535141.2366783321
0.0000183054,172,0.0860220213,2.3934787836,40000000.0000000000,39533774.5972454920
0.0000183554,172,0.0860221413,2.3999759447,40000000.0000000000,39532408.0034697801
0.0000184054,172,0.0860222617,2.4064728812,40000000.0000000000,39531041.4772122055
0.0000184554,172,0.0860223823,2.4129695932,40000000.0000000000,39529675.0401546955
0.0000185054,172,0.0860225033,2.4194660805,40000000.0000000000,39528308.7137914822
0.0000185554,172,0.0860226246,2.4259623434,40000000.0000000000,39526942.5194137245
0.0000186054,172,0.0860227462,2.4324583817,40000000.0000000000,39525576.4781063870
0.0000186554,172,0.0860228681,2.4389541955,40000000.0000000000,39524210.6107315570
0.0000187054,172,0.0860229904,2.4454497848,40000000.0000000000,39522844.9379240051
0.0000187554,172,0.0860231130,2.4519451497,40000000.0000000000,39521479.4800800830
0.0000188054,172,0.0860232359,2.4584402901,40000000.0000000000,39520114.2573485821
0.0000188554,172,0.0860233592,2.4649352063,40000000.0000000000,39518749.2896200716
0.0000189054,172,0.0860234828,2.4714298980,40000000.0000000000,39517384.5965199098
0.0000189554,172,0.0860236066,2.4779243656,40000000.0000000000,39516020.1974013671
0.0000190054,172,0.0860237309,2.4844186088,40000000.0000000000,39514656.1113340035
0.0000190554,172,0.0860238554,2.4909126279,40000000.0000000000,39513292.3570973650
0.0000191054,172,0.0860239803,2.4974064229,40000000.0000000000,39511928.9531730637
0.0000191554,172,0.0860241055,2.5038999938,40000000.0000000000,39510565.9177372754
0.0000192054,172,0.0860242310,2.5103933407,40000000.0000000000,39509203.2686516568
0.0000192554,172,0.0860243568,2.5168864636,40000000.0000000000,39507841.0234579369
0.0000193054,172,0.0860244830,2.5233793627,40000000.0000000000,39506479.1993726939
0.0000193554,172,0.0860246095,2.5298720380,40000000.0000000000,39505117.8132756874
0.0000194054,172,0.0860247363,2.5363644895,40000000.0000000000,39503756.8817101866
0.0000194554,172,0.0860248635,2.5428567174,40000000.0000000000,39502396.4208683893
0.0000195054,172,0.0860249909,2.5493487216,40000000.0000000000,39501036.4465955943
0.0000195554,172,0.0860251187,2.5558405024,40000000.0000000000,39499676.9743744507
0.0000196054,172,0.0860252468,2.5623320598,40000000.0000000000,39498318.0193262026
0.0000196554,172,0.0860253753,2.5688233938,40000000.0000000000,39496959.5962039083
0.0000197054,172,0.0860255040,2.5753145045,40000000.0000000000,39495601.7193857059
0.0000197554,172,0.0860256331,2.5818053922,40000000.0000000000,39494244.4028718919
0.0000198054,172,0.0860257626,2.5882960567,40000000.0000000000,39492887.6602820903
0.0000198554,172,0.0860258923,2.5947864983,40000000.0000000000,39491531.5048443601
0.0000199054,172,0.0860260224,2.6012767170,40000000.0000000000,39490175.9494012818
0.0000199554,172,0.0860261527,2.6077667129,40000000.0000000000,39488821.0063961893
0.0000200054,172,0.0860262835,2.6142564861,40000000.0000000000,39487466.6878763884
0.0000200554,172,0.0860264145,2.6207460368,40000000.0000000000,39486113.0054866225
0.0000201054,172,0.0860265459,2.6272353649,40000000.0000000000,39484759.9704693854
0.0000201554,172,0.0860266775,2.6337244708,40000000.0000000000,39483407.5936588868
0.0000202054,172,0.0860268096,2.6402133543,40000000.0000000000,39482055.8854785264
0.0000202554,172,0.0860269419,2.6467020158,40000000.0000000000,39480704.8559419811
0.0000203054,172,0.0860270745,2.6531904552,40000000.0000000000,39479354.5146462247
0.0000203554,172,0.0860272075,2.6596786726,40000000.0000000000,39478004.8707747385
0.0000204054,172,0.0860273408,2.6661666683,40000000.0000000000,39476655.9330943152
0.0000204554,172,0.0860274745,2.6726544423,40000000.0000000000,39475307.7099504173
0.0000205054,172,0.0860276084,2.6791419947,40000000.0000000000,39473960.2092711553
0.0000205554,172,0.0860277427,2.6856293256,40000000.0000000000,39472613.4385647923
0.0000206054,172,0.0860278773,2.6921164352,40000000.0000000000,39471267.4049157947
0.0000206554,172,0.0860280122,2.6986033236,40000000.0000000000,39469922.1149895191
0.0000207054,172,0.0860281475,2.7050899909,40000000.0000000000,39468577.5750304163
0.0000207554,172,0.0860282831,2.7115764372,40000000.0000000000,39467233.7908587530
0.0000208054,172,0.0860284190,2.7180626627,40000000.0000000000,39465890.7678760216
0.0000208554,172,0.0860285552,2.7245486675,40000000.0000000000,39464548.5110620707
0.0000209054,172,0.0860286918,2.7310344517,40000000.0000000000,39463207.0249793082
0.0000209554,172,0.0860288286,2.7375200154,40000000.0000000000,39461866.3137669861
0.0000210054,172,0.0860289658,2.7440053588,40000000.0000000000,39460526.3811506927
0.0000210554,172,0.0860291034,2.7504904820,40000000.0000000000,39459187.2304389030
0.0000211054,172,0.0860292412,2.7569753850,40000000.0000000000,39457848.8645244911
0.0000211554,172,0.0860293794,2.7634600682,40000000.0000000000,39456511.2858900130
0.0000212054,172,0.0860295179,2.7699445315,40000000.0000000000,39455174.4966046959
0.0000212554,172,0.0860296567,2.7764287751,40000000.0000000000,39453838.4983300716
0.0000213054,172,0.0860297959,2.7829127991,40000000.0000000000,39452503.2923240885
0.0000213554,172,0.0860299353,2.7893966038,40000000.0000000000,39451168.8794387728
0.0000214054,172,0.0860300751,2.7958801891,40000000.0000000000,39449835.2601280659
0.0000214554,172,0.0860302152,2.8023635552,40000000.0000000000,39448502.4344459102
0.0000215054,172,0.0860303557,2.8088467023,40000000.0000000000,39447170.4020544440
0.0000215554,172,0.0860304964,2.8153296305,40000000.0000000000,39445839.1622241214
0.0000216054,172,0.0860306375,2.8218123399,40000000.0000000000,39444508.7138389274
0.0000216554,172,0.0860307789,2.8282948306,40000000.0000000000,39443179.0554002523
0.0000217054,172,0.0860309207,2.8347771029,40000000.0000000000,39441850.1850274056
0.0000217554,172,0.0860310627,2.8412591567,40000000.0000000000,39440522.1004668176
0.0000218054,172,0.0860312051,2.8477409923,40000000.0000000000,39439194.7990946397
0.0000218554,172,0.0860313478,2.8542226097,40000000.0000000000,39437868.2779179066
0.0000219054,172,0.0860314909,2.8607040091,40000000.0000000000,39436542.5335857347
0.0000219554,172,0.0860316342,2.8671851907,40000000.0000000000,39435217.5623858795
0.0000220054,172,0.0860317779,2.8736661545,40000000.0000000000,39433893.3602562472
0.0000220554,172,0.0860319219,2.8801469007,40000000.0000000000,39432569.9227883369
0.0000221054,172,0.0860320663,2.8866274293,40000000.0000000000,39431247.2452308163
0.0000221554,172,0.0860322109,2.8931077406,40000000.0000000000,39429925.3224965185
0.0000222054,172,0.0860323559,2.8995878347,40000000.0000000000,39428604.1491680071
0.0000222554,172,0.0860325012,2.9060677116,40000000.0000000000,39427283.7195014358
0.0000223054,172,0.0860326468,2.9125473715,40000000.0000000000,39425964.0274324715
0.0000223554,172,0.0860327928,2.9190268146,40000000.0000000000,39424645.0665853396
0.0000224054,172,0.0860329391,2.9255060408,40000000.0000000000,39423326.8302756399
0.0000224554,172,0.0860330857,2.9319850505,40000000.0000000000,39422009.3115181029
0.0000225054,172,0.0860332326,2.9384638435,40000000.0000000000,39420692.5030311719
0.0000225554,172,0.0860333798,2.9449424202,40000000.0000000000,39419376.3972466141
0.0000226054,172,0.0860335274,2.9514207806,40000000.0000000000,39418060.9863111079
0.0000226554,172,0.0860336753,2.9578989248,40000000.0000000000,39416746.2620976791
0.0000227054,172,0.0860338235,2.9643768530,40000000.0000000000,39415432.2162090912
0.0000227554,172,0.0860339721,2.9708545652,40000000.0000000000,39414118.8399861977
0.0000228054,172,0.0860341209,2.9773320615,40000000.0000000000,39412806.1245131791
0.0000228554,172,0.0860342701,2.9838093421,40000000.0000000000,39411494.0606277138
0.0000229054,172,0.0860344196,2.9902864071,40000000.0000000000,39410182.6389246583
0.0000229554,172,0.0860345695,2.9967632565,40000000.0000000000,39408871.8497631624
0.0000230054,172,0.0860347196,3.0032398905,40000000.0000000000,39407561.6832770556
0.0000230554,172,0.0860348701,3.0097163092,40000000.0000000000,39406252.1293771267
0.0000231054,172,0.0860350209,3.0161925127,40000000.0000000000,39404943.1777649820
0.0000231554,172,0.0860351721,3.0226685011,40000000.0000000000,39403634.8179337382
0.0000232054,172,0.0860353235,3.0291442745,40000000.0000000000,39402327.0391787142
0.0000232554,172,0.0860354753,3.0356198329,40000000.0000000000,39401019.8306048885
0.0000233054,172,0.0860356274,3.0420951765,40000000.0000000000,39399713.1811342686
0.0000233554,172,0.0860357798,3.0485703053,40000000.0000000000,39398407.0795118511
0.0000234054,172,0.0860359326,3.0550452195,40000000.0000000000,39397101.5143163800
0.0000234554,172,0.0860360857,3.0615199191,40000000.0000000000,39395796.4739630148
0.0000235054,172,0.0860362391,3.0679944043,40000000.0000000000,39394491.9467158839
0.0000235554,172,0.0860363928,3.0744686751,40000000.0000000000,39393187.9206939489
0.0000236054,172,0.0860365468,3.0809427315,40000000.0000000000,39391884.3838771507
0.0000236554,172,0.0860367012,3.0874165737,40000000.0000000000,39390581.3241156116
0.0000237054,172,0.0860368559,3.0938902018,40000000.0000000000,39389278.7291356847
0.0000237554,172,0.0860370109,3.1003636158,40000000.0000000000,39387976.5865508839
0.0000238054,172,0.0860371662,3.1068368158,40000000.0000000000,39386674.8838679567
0.0000238554,172,0.0860373219,3.1133098019,40000000.0000000000,39385373.6084928289
0.0000239054,172,0.0860374779,3.1197825741,40000000.0000000000,39384072.7477383912
0.0000239554,172,0.0860376342,3.1262551325,40000000.0000000000,39382772.2888369411
0.0000240054,172,0.0860377909,3.1327274773,40000000.0000000000,39381472.2189413533
0.0000240554,172,0.0860379478,3.1391996083,40000000.0000000000,39380172.5251359418
0.0000241054,172,0.0860381051,3.1456715257,40000000.0000000000,39378873.1944456846
0.0000241554,172,0.0860382627,3.1521432297,40000000.0000000000,39377574.2138389051
0.0000242054,172,0.0860384206,3.1586147201,40000000.0000000000,39376275.5702413470
0.0000242554,172,0.0860385789,3.1650859971,40000000.0000000000,39374977.2505371794
0.0000243054,172,0.0860387375,3.1715570607,40000000.0000000000,39373679.2415812686
0.0000243554,172,0.0860388964,3.1780279110,40000000.0000000000,39372381.5302034765
0.0000244054,172,0.0860390556,3.1844985481,40000000.0000000000,39371084.1032191887
0.0000244554,172,0.0860392151,3.1909689719,40000000.0000000000,39369786.9474334791
0.0000245054,172,0.0860393750,3.1974391825,40000000.0000000000,39368490.0496499836
0.0000245554,172,0.0860395352,3.2039091800,40000000.0000000000,39367193.3966764957
