I,j,delta,delta_0,dr,dx,p0,kappa,lambda,I_k,P_v,i_v,j_v,x_sn0
461,34,1600,700,0.0005,0.0005,100000,1,0,1000000,5000000,0,0,0.0559999
I,j,type,r_1,r_2,x_1,x_2,,,,,,,
355,0,18,1,1,1,1,,,,,,,
355,1,18,1,1,1,1,,,,,,,
355,2,14,1,1,1,1,,,,,,,
355,3,0,1,1,1,1,,,,,,,
355,4,0,1,1,1,1,,,,,,,
355,5,0,1,1,1,1,,,,,,,
355,6,0,1,1,1,1,,,,,,,
355,7,0,1,1,1,1,,,,,,,
355,8,0,1,1,1,1,,,,,,,
355,9,0,1,1,1,1,,,,,,,
355,10,0,1,1,1,1,,,,,,,
355,11,0,1,1,1,1,,,,,,,
355,12,0,1,1,1,1,,,,,,,
355,13,0,1,1,1,1,,,,,,,
355,14,0,1,1,1,1,,,,,,,
355,15,0,1,1,1,1,,,,,,,
355,16,0,1,1,1,1,,,,,,,
355,17,0,1,1,1,1,,,,,,,
355,18,0,1,1,1,1,,,,,,,
355,19,0,1,1,1,1,,,,,,,
355,20,0,1,1,1,1,,,,,,,
355,21,0,1,1,1,1,,,,,,,
355,22,0,1,1,1,1,,,,,,,
355,23,0,1,1,1,1,,,,,,,
355,24,0,1,1,1,1,,,,,,,
355,25,0,1,1,1,1,,,,,,,
355,26,0,1,1,1,1,,,,,,,
355,27,0,1,1,1,1,,,,,,,
355,28,0,1,1,1,1,,,,,,,
355,29,13,1,1,1,1,,,,,,,
355,30,18,1,1,1,1,,,,,,,
355,31,18,1,1,1,1,,,,,,,
355,32,18,1,1,1,1,,,,,,,
355,33,18,1,1,1,1,,,,,,,
356,0,18,1,1,1,1,,,,,,,
356,1,18,1,1,1,1,,,,,,,
356,2,14,1,1,1,1,,,,,,,
356,3,0,1,1,1,1,,,,,,,
356,4,0,1,1,1,1,,,,,,,
356,5,0,1,1,1,1,,,,,,,
356,6,0,1,1,1,1,,,,,,,
356,7,0,1,1,1,1,,,,,,,
356,8,0,1,1,1,1,,,,,,,
356,9,0,1,1,1,1,,,,,,,
356,10,0,1,1,1,1,,,,,,,
356,11,0,1,1,1,1,,,,,,,
356,12,0,1,1,1,1,,,,,,,
356,13,0,1,1,1,1,,,,,,,
356,14,0,1,1,1,1,,,,,,,
356,15,0,1,1,1,1,,,,,,,
356,16,0,1,1,1,1,,,,,,,
356,17,0,1,1,1,1,,,,,,,
356,18,0,1,1,1,1,,,,,,,
356,19,0,1,1,1,1,,,,,,,
356,20,0,1,1,1,1,,,,,,,
356,21,0,1,1,1,1,,,,,,,
356,22,0,1,1,1,1,,,,,,,
356,23,0,1,1,1,1,,,,,,,
356,24,0,1,1,1,1,,,,,,,
356,25,0,1,1,1,1,,,,,,,
356,26,0,1,1,1,1,,,,,,,
356,27,0,1,1,1,1,,,,,,,
356,28,0,1,1,1,1,,,,,,,
356,29,13,1,1,1,1,,,,,,,
356,30,18,1,1,1,1,,,,,,,
356,31,18,1,1,1,1,,,,,,,
356,32,18,1,1,1,1,,,,,,,
356,33,18,1,1,1,1,,,,,,,
357,0,18,1,1,1,1,,,,,,,
357,1,18,1,1,1,1,,,,,,,
357,2,14,1,1,1,1,,,,,,,
357,3,0,1,1,1,1,,,,,,,
357,4,0,1,1,1,1,,,,,,,
357,5,0,1,1,1,1,,,,,,,
357,6,0,1,1,1,1,,,,,,,
357,7,0,1,1,1,1,,,,,,,
357,8,0,1,1,1,1,,,,,,,
357,9,0,1,1,1,1,,,,,,,
357,10,0,1,1,1,1,,,,,,,
357,11,0,1,1,1,1,,,,,,,
357,12,0,1,1,1,1,,,,,,,
357,13,0,1,1,1,1,,,,,,,
357,14,0,1,1,1,1,,,,,,,
357,15,0,1,1,1,1,,,,,,,
357,16,0,1,1,1,1,,,,,,,
357,17,0,1,1,1,1,,,,,,,
357,18,0,1,1,1,1,,,,,,,
357,19,0,1,1,1,1,,,,,,,
357,20,0,1,1,1,1,,,,,,,
357,21,0,1,1,1,1,,,,,,,
357,22,0,1,1,1,1,,,,,,,
357,23,0,1,1,1,1,,,,,,,
357,24,0,1,1,1,1,,,,,,,
357,25,0,1,1,1,1,,,,,,,
357,26,0,1,1,1,1,,,,,,,
357,27,0,1,1,1,1,,,,,,,
357,28,0,1,1,1,1,,,,,,,
357,29,13,1,1,1,1,,,,,,,
357,30,18,1,1,1,1,,,,,,,
357,31,18,1,1,1,1,,,,,,,
357,32,18,1,1,1,1,,,,,,,
357,33,18,1,1,1,1,,,,,,,
358,0,18,1,1,1,1,,,,,,,
358,1,18,1,1,1,1,,,,,,,
358,2,14,1,1,1,1,,,,,,,
358,3,0,1,1,1,1,,,,,,,
358,4,0,1,1,1,1,,,,,,,
358,5,0,1,1,1,1,,,,,,,
358,6,0,1,1,1,1,,,,,,,
358,7,0,1,1,1,1,,,,,,,
358,8,0,1,1,1,1,,,,,,,
358,9,0,1,1,1,1,,,,,,,
358,10,0,1,1,1,1,,,,,,,
358,11,0,1,1,1,1,,,,,,,
358,12,0,1,1,1,1,,,,,,,
358,13,0,1,1,1,1,,,,,,,
358,14,0,1,1,1,1,,,,,,,
358,15,0,1,1,1,1,,,,,,,
358,16,0,1,1,1,1,,,,,,,
358,17,0,1,1,1,1,,,,,,,
358,18,0,1,1,1,1,,,,,,,
358,19,0,1,1,1,1,,,,,,,
358,20,0,1,1,1,1,,,,,,,
358,21,0,1,1,1,1,,,,,,,
358,22,0,1,1,1,1,,,,,,,
358,23,0,1,1,1,1,,,,,,,
358,24,0,1,1,1,1,,,,,,,
358,25,0,1,1,1,1,,,,,,,
358,26,0,1,1,1,1,,,,,,,
358,27,0,1,1,1,1,,,,,,,
358,28,0,1,1,1,1,,,,,,,
358,29,13,1,1,1,1,,,,,,,
358,30,18,1,1,1,1,,,,,,,
358,31,18,1,1,1,1,,,,,,,
358,32,18,1,1,1,1,,,,,,,
358,33,18,1,1,1,1,,,,,,,
359,0,18,1,1,1,1,,,,,,,
359,1,18,1,1,1,1,,,,,,,
359,2,14,1,1,1,1,,,,,,,
359,3,0,1,1,1,1,,,,,,,
359,4,0,1,1,1,1,,,,,,,
359,5,0,1,1,1,1,,,,,,,
359,6,0,1,1,1,1,,,,,,,
359,7,0,1,1,1,1,,,,,,,
359,8,0,1,1,1,1,,,,,,,
359,9,0,1,1,1,1,,,,,,,
359,10,0,1,1,1,1,,,,,,,
359,11,0,1,1,1,1,,,,,,,
359,12,0,1,1,1,1,,,,,,,
359,13,0,1,1,1,1,,,,,,,
359,14,0,1,1,1,1,,,,,,,
359,15,0,1,1,1,1,,,,,,,
359,16,0,1,1,1,1,,,,,,,
359,17,0,1,1,1,1,,,,,,,
359,18,0,1,1,1,1,,,,,,,
359,19,0,1,1,1,1,,,,,,,
359,20,0,1,1,1,1,,,,,,,
359,21,0,1,1,1,1,,,,,,,
359,22,0,1,1,1,1,,,,,,,
359,23,0,1,1,1,1,,,,,,,
359,24,0,1,1,1,1,,,,,,,
359,25,0,1,1,1,1,,,,,,,
359,26,0,1,1,1,1,,,,,,,
359,27,0,1,1,1,1,,,,,,,
359,28,0,1,1,1,1,,,,,,,
359,29,13,1,1,1,1,,,,,,,
359,30,18,1,1,1,1,,,,,,,
359,31,18,1,1,1,1,,,,,,,
359,32,18,1,1,1,1,,,,,,,
359,33,18,1,1,1,1,,,,,,,
360,0,18,1,1,1,1,,,,,,,
360,1,18,1,1,1,1,,,,,,,
360,2,14,1,1,1,1,,,,,,,
360,3,0,1,1,1,1,,,,,,,
360,4,0,1,1,1,1,,,,,,,
360,5,0,1,1,1,1,,,,,,,
360,6,0,1,1,1,1,,,,,,,
360,7,0,1,1,1,1,,,,,,,
360,8,0,1,1,1,1,,,,,,,
360,9,0,1,1,1,1,,,,,,,
360,10,0,1,1,1,1,,,,,,,
360,11,0,1,1,1,1,,,,,,,
360,12,0,1,1,1,1,,,,,,,
360,13,0,1,1,1,1,,,,,,,
360,14,0,1,1,1,1,,,,,,,
360,15,0,1,1,1,1,,,,,,,
360,16,0,1,1,1,1,,,,,,,
360,17,0,1,1,1,1,,,,,,,
360,18,0,1,1,1,1,,,,,,,
360,19,0,1,1,1,1,,,,,,,
360,20,0,1,1,1,1,,,,,,,
360,21,0,1,1,1,1,,,,,,,
360,22,0,1,1,1,1,,,,,,,
360,23,0,1,1,1,1,,,,,,,
360,24,0,1,1,1,1,,,,,,,
360,25,0,1,1,1,1,,,,,,,
360,26,0,1,1,1,1,,,,,,,
360,27,0,1,1,1,1,,,,,,,
360,28,0,1,1,1,1,,,,,,,
360,29,13,1,1,1,1,,,,,,,
360,30,18,1,1,1,1,,,,,,,
360,31,18,1,1,1,1,,,,,,,
360,32,18,1,1,1,1,,,,,,,
360,33,18,1,1,1,1,,,,,,,
361,0,18,1,1,1,1,,,,,,,
361,1,18,1,1,1,1,,,,,,,
361,2,14,1,1,1,1,,,,,,,
361,3,0,1,1,1,1,,,,,,,
361,4,0,1,1,1,1,,,,,,,
361,5,0,1,1,1,1,,,,,,,
361,6,0,1,1,1,1,,,,,,,
361,7,0,1,1,1,1,,,,,,,
361,8,0,1,1,1,1,,,,,,,
361,9,0,1,1,1,1,,,,,,,
361,10,0,1,1,1,1,,,,,,,
361,11,0,1,1,1,1,,,,,,,
361,12,0,1,1,1,1,,,,,,,
361,13,0,1,1,1,1,,,,,,,
361,14,0,1,1,1,1,,,,,,,
361,15,0,1,1,1,1,,,,,,,
361,16,0,1,1,1,1,,,,,,,
361,17,0,1,1,1,1,,,,,,,
361,18,0,1,1,1,1,,,,,,,
361,19,0,1,1,1,1,,,,,,,
361,20,0,1,1,1,1,,,,,,,
361,21,0,1,1,1,1,,,,,,,
361,22,0,1,1,1,1,,,,,,,
361,23,0,1,1,1,1,,,,,,,
361,24,0,1,1,1,1,,,,,,,
361,25,0,1,1,1,1,,,,,,,
361,26,0,1,1,1,1,,,,,,,
361,27,0,1,1,1,1,,,,,,,
361,28,0,1,1,1,1,,,,,,,
361,29,13,1,1,1,1,,,,,,,
361,30,18,1,1,1,1,,,,,,,
361,31,18,1,1,1,1,,,,,,,
361,32,18,1,1,1,1,,,,,,,
361,33,18,1,1,1,1,,,,,,,
362,0,18,1,1,1,1,,,,,,,
362,1,18,1,1,1,1,,,,,,,
362,2,14,1,1,1,1,,,,,,,
362,3,0,1,1,1,1,,,,,,,
362,4,0,1,1,1,1,,,,,,,
362,5,0,1,1,1,1,,,,,,,
362,6,0,1,1,1,1,,,,,,,
362,7,0,1,1,1,1,,,,,,,
362,8,0,1,1,1,1,,,,,,,
362,9,0,1,1,1,1,,,,,,,
362,10,0,1,1,1,1,,,,,,,
362,11,0,1,1,1,1,,,,,,,
362,12,0,1,1,1,1,,,,,,,
362,13,0,1,1,1,1,,,,,,,
362,14,0,1,1,1,1,,,,,,,
362,15,0,1,1,1,1,,,,,,,
362,16,0,1,1,1,1,,,,,,,
362,17,0,1,1,1,1,,,,,,,
362,18,0,1,1,1,1,,,,,,,
362,19,0,1,1,1,1,,,,,,,
362,20,0,1,1,1,1,,,,,,,
362,21,0,1,1,1,1,,,,,,,
362,22,0,1,1,1,1,,,,,,,
362,23,0,1,1,1,1,,,,,,,
362,24,0,1,1,1,1,,,,,,,
362,25,0,1,1,1,1,,,,,,,
362,26,0,1,1,1,1,,,,,,,
362,27,0,1,1,1,1,,,,,,,
362,28,0,1,1,1,1,,,,,,,
362,29,13,1,1,1,1,,,,,,,
362,30,18,1,1,1,1,,,,,,,
362,31,18,1,1,1,1,,,,,,,
362,32,18,1,1,1,1,,,,,,,
362,33,18,1,1,1,1,,,,,,,
363,0,18,1,1,1,1,,,,,,,
363,1,18,1,1,1,1,,,,,,,
363,2,14,1,1,1,1,,,,,,,
363,3,0,1,1,1,1,,,,,,,
363,4,0,1,1,1,1,,,,,,,
363,5,0,1,1,1,1,,,,,,,
363,6,0,1,1,1,1,,,,,,,
363,7,0,1,1,1,1,,,,,,,
363,8,0,1,1,1,1,,,,,,,
363,9,0,1,1,1,1,,,,,,,
363,10,0,1,1,1,1,,,,,,,
363,11,0,1,1,1,1,,,,,,,
363,12,0,1,1,1,1,,,,,,,
363,13,0,1,1,1,1,,,,,,,
363,14,0,1,1,1,1,,,,,,,
363,15,0,1,1,1,1,,,,,,,
363,16,0,1,1,1,1,,,,,,,
363,17,0,1,1,1,1,,,,,,,
363,18,0,1,1,1,1,,,,,,,
363,19,0,1,1,1,1,,,,,,,
363,20,0,1,1,1,1,,,,,,,
363,21,0,1,1,1,1,,,,,,,
363,22,0,1,1,1,1,,,,,,,
363,23,0,1,1,1,1,,,,,,,
363,24,0,1,1,1,1,,,,,,,
363,25,0,1,1,1,1,,,,,,,
363,26,0,1,1,1,1,,,,,,,
363,27,0,1,1,1,1,,,,,,,
363,28,0,1,1,1,1,,,,,,,
363,29,13,1,1,1,1,,,,,,,
363,30,18,1,1,1,1,,,,,,,
363,31,18,1,1,1,1,,,,,,,
363,32,18,1,1,1,1,,,,,,,
363,33,18,1,1,1,1,,,,,,,
364,0,18,1,1,1,1,,,,,,,
364,1,18,1,1,1,1,,,,,,,
364,2,14,1,1,1,1,,,,,,,
364,3,0,1,1,1,1,,,,,,,
364,4,0,1,1,1,1,,,,,,,
364,5,0,1,1,1,1,,,,,,,
364,6,0,1,1,1,1,,,,,,,
364,7,0,1,1,1,1,,,,,,,
364,8,0,1,1,1,1,,,,,,,
364,9,0,1,1,1,1,,,,,,,
364,10,0,1,1,1,1,,,,,,,
364,11,0,1,1,1,1,,,,,,,
364,12,0,1,1,1,1,,,,,,,
364,13,0,1,1,1,1,,,,,,,
364,14,0,1,1,1,1,,,,,,,
364,15,0,1,1,1,1,,,,,,,
364,16,0,1,1,1,1,,,,,,,
364,17,0,1,1,1,1,,,,,,,
364,18,0,1,1,1,1,,,,,,,
364,19,0,1,1,1,1,,,,,,,
364,20,0,1,1,1,1,,,,,,,
364,21,0,1,1,1,1,,,,,,,
364,22,0,1,1,1,1,,,,,,,
364,23,0,1,1,1,1,,,,,,,
364,24,0,1,1,1,1,,,,,,,
364,25,0,1,1,1,1,,,,,,,
364,26,0,1,1,1,1,,,,,,,
364,27,0,1,1,1,1,,,,,,,
364,28,0,1,1,1,1,,,,,,,
364,29,13,1,1,1,1,,,,,,,
364,30,18,1,1,1,1,,,,,,,
364,31,18,1,1,1,1,,,,,,,
364,32,18,1,1,1,1,,,,,,,
364,33,18,1,1,1,1,,,,,,,
365,0,18,1,1,1,1,,,,,,,
365,1,18,1,1,1,1,,,,,,,
365,2,14,1,1,1,1,,,,,,,
365,3,0,1,1,1,1,,,,,,,
365,4,0,1,1,1,1,,,,,,,
365,5,0,1,1,1,1,,,,,,,
365,6,0,1,1,1,1,,,,,,,
365,7,0,1,1,1,1,,,,,,,
365,8,0,1,1,1,1,,,,,,,
365,9,0,1,1,1,1,,,,,,,
365,10,0,1,1,1,1,,,,,,,
365,11,0,1,1,1,1,,,,,,,
365,12,0,1,1,1,1,,,,,,,
365,13,0,1,1,1,1,,,,,,,
365,14,0,1,1,1,1,,,,,,,
365,15,0,1,1,1,1,,,,,,,
365,16,0,1,1,1,1,,,,,,,
365,17,0,1,1,1,1,,,,,,,
365,18,0,1,1,1,1,,,,,,,
365,19,0,1,1,1,1,,,,,,,
365,20,0,1,1,1,1,,,,,,,
365,21,0,1,1,1,1,,,,,,,
365,22,0,1,1,1,1,,,,,,,
365,23,0,1,1,1,1,,,,,,,
365,24,0,1,1,1,1,,,,,,,
365,25,0,1,1,1,1,,,,,,,
365,26,0,1,1,1,1,,,,,,,
365,27,0,1,1,1,1,,,,,,,
365,28,0,1,1,1,1,,,,,,,
365,29,13,1,1,1,1,,,,,,,
365,30,18,1,1,1,1,,,,,,,
365,31,18,1,1,1,1,,,,,,,
365,32,18,1,1,1,1,,,,,,,
365,33,18,1,1,1,1,,,,,,,
366,0,18,1,1,1,1,,,,,,,
366,1,18,1,1,1,1,,,,,,,
366,2,14,1,1,1,1,,,,,,,
366,3,0,1,1,1,1,,,,,,,
366,4,0,1,1,1,1,,,,,,,
366,5,0,1,1,1,1,,,,,,,
366,6,0,1,1,1,1,,,,,,,
366,7,0,1,1,1,1,,,,,,,
366,8,0,1,1,1,1,,,,,,,
366,9,0,1,1,1,1,,,,,,,
366,10,0,1,1,1,1,,,,,,,
366,11,0,1,1,1,1,,,,,,,
366,12,0,1,1,1,1,,,,,,,
366,13,0,1,1,1,1,,,,,,,
366,14,0,1,1,1,1,,,,,,,
366,15,0,1,1,1,1,,,,,,,
366,16,0,1,1,1,1,,,,,,,
366,17,0,1,1,1,1,,,,,,,
366,18,0,1,1,1,1,,,,,,,
366,19,0,1,1,1,1,,,,,,,
366,20,0,1,1,1,1,,,,,,,
366,21,0,1,1,1,1,,,,,,,
366,22,0,1,1,1,1,,,,,,,
366,23,0,1,1,1,1,,,,,,,
366,24,0,1,1,1,1,,,,,,,
366,25,0,1,1,1,1,,,,,,,
366,26,0,1,1,1,1,,,,,,,
366,27,0,1,1,1,1,,,,,,,
366,28,0,1,1,1,1,,,,,,,
366,29,13,1,1,1,1,,,,,,,
366,30,18,1,1,1,1,,,,,,,
366,31,18,1,1,1,1,,,,,,,
366,32,18,1,1,1,1,,,,,,,
366,33,18,1,1,1,1,,,,,,,
367,0,18,1,1,1,1,,,,,,,
367,1,18,1,1,1,1,,,,,,,
367,2,14,1,1,1,1,,,,,,,
367,3,0,1,1,1,1,,,,,,,
367,4,0,1,1,1,1,,,,,,,
367,5,0,1,1,1,1,,,,,,,
367,6,0,1,1,1,1,,,,,,,
367,7,0,1,1,1,1,,,,,,,
367,8,0,1,1,1,1,,,,,,,
367,9,0,1,1,1,1,,,,,,,
367,10,0,1,1,1,1,,,,,,,
367,11,0,1,1,1,1,,,,,,,
367,12,0,1,1,1,1,,,,,,,
367,13,0,1,1,1,1,,,,,,,
367,14,0,1,1,1,1,,,,,,,
367,15,0,1,1,1,1,,,,,,,
367,16,0,1,1,1,1,,,,,,,
367,17,0,1,1,1,1,,,,,,,
367,18,0,1,1,1,1,,,,,,,
367,19,0,1,1,1,1,,,,,,,
367,20,0,1,1,1,1,,,,,,,
367,21,0,1,1,1,1,,,,,,,
367,22,0,1,1,1,1,,,,,,,
367,23,0,1,1,1,1,,,,,,,
367,24,0,1,1,1,1,,,,,,,
367,25,0,1,1,1,1,,,,,,,
367,26,0,1,1,1,1,,,,,,,
367,27,0,1,1,1,1,,,,,,,
367,28,0,1,1,1,1,,,,,,,
367,29,13,1,1,1,1,,,,,,,
367,30,18,1,1,1,1,,,,,,,
367,31,18,1,1,1,1,,,,,,,
367,32,18,1,1,1,1,,,,,,,
367,33,18,1,1,1,1,,,,,,,
368,0,18,1,1,1,1,,,,,,,
368,1,18,1,1,1,1,,,,,,,
368,2,14,1,1,1,1,,,,,,,
368,3,0,1,1,1,1,,,,,,,
368,4,0,1,1,1,1,,,,,,,
368,5,0,1,1,1,1,,,,,,,
368,6,0,1,1,1,1,,,,,,,
368,7,0,1,1,1,1,,,,,,,
368,8,0,1,1,1,1,,,,,,,
368,9,0,1,1,1,1,,,,,,,
368,10,0,1,1,1,1,,,,,,,
368,11,0,1,1,1,1,,,,,,,
368,12,0,1,1,1,1,,,,,,,
368,13,0,1,1,1,1,,,,,,,
368,14,0,1,1,1,1,,,,,,,
368,15,0,1,1,1,1,,,,,,,
368,16,0,1,1,1,1,,,,,,,
368,17,0,1,1,1,1,,,,,,,
368,18,0,1,1,1,1,,,,,,,
368,19,0,1,1,1,1,,,,,,,
368,20,0,1,1,1,1,,,,,,,
368,21,0,1,1,1,1,,,,,,,
368,22,0,1,1,1,1,,,,,,,
368,23,0,1,1,1,1,,,,,,,
368,24,0,1,1,1,1,,,,,,,
368,25,0,1,1,1,1,,,,,,,
368,26,0,1,1,1,1,,,,,,,
368,27,0,1,1,1,1,,,,,,,
368,28,0,1,1,1,1,,,,,,,
368,29,13,1,1,1,1,,,,,,,
368,30,18,1,1,1,1,,,,,,,
368,31,18,1,1,1,1,,,,,,,
368,32,18,1,1,1,1,,,,,,,
368,33,18,1,1,1,1,,,,,,,
369,0,18,1,1,1,1,,,,,,,
369,1,18,1,1,1,1,,,,,,,
369,2,14,1,1,1,1,,,,,,,
369,3,0,1,1,1,1,,,,,,,
369,4,0,1,1,1,1,,,,,,,
369,5,0,1,1,1,1,,,,,,,
369,6,0,1,1,1,1,,,,,,,
369,7,0,1,1,1,1,,,,,,,
369,8,0,1,1,1,1,,,,,,,
369,9,0,1,1,1,1,,,,,,,
369,10,0,1,1,1,1,,,,,,,
369,11,0,1,1,1,1,,,,,,,
369,12,0,1,1,1,1,,,,,,,
369,13,0,1,1,1,1,,,,,,,
369,14,0,1,1,1,1,,,,,,,
369,15,0,1,1,1,1,,,,,,,
369,16,0,1,1,1,1,,,,,,,
369,17,0,1,1,1,1,,,,,,,
369,18,0,1,1,1,1,,,,,,,
369,19,0,1,1,1,1,,,,,,,
369,20,0,1,1,1,1,,,,,,,
369,21,0,1,1,1,1,,,,,,,
369,22,0,1,1,1,1,,,,,,,
369,23,0,1,1,1,1,,,,,,,
369,24,0,1,1,1,1,,,,,,,
369,25,0,1,1,1,1,,,,,,,
369,26,0,1,1,1,1,,,,,,,
369,27,0,1,1,1,1,,,,,,,
369,28,0,1,1,1,1,,,,,,,
369,29,13,1,1,1,1,,,,,,,
369,30,18,1,1,1,1,,,,,,,
369,31,18,1,1,1,1,,,,,,,
369,32,18,1,1,1,1,,,,,,,
369,33,18,1,1,1,1,,,,,,,
370,0,18,1,1,1,1,,,,,,,
370,1,18,1,1,1,1,,,,,,,
370,2,14,1,1,1,1,,,,,,,
370,3,0,1,1,1,1,,,,,,,
370,4,0,1,1,1,1,,,,,,,
370,5,0,1,1,1,1,,,,,,,
370,6,0,1,1,1,1,,,,,,,
370,7,0,1,1,1,1,,,,,,,
370,8,0,1,1,1,1,,,,,,,
370,9,0,1,1,1,1,,,,,,,
370,10,0,1,1,1,1,,,,,,,
370,11,0,1,1,1,1,,,,,,,
370,12,0,1,1,1,1,,,,,,,
370,13,0,1,1,1,1,,,,,,,
370,14,0,1,1,1,1,,,,,,,
370,15,0,1,1,1,1,,,,,,,
370,16,0,1,1,1,1,,,,,,,
370,17,0,1,1,1,1,,,,,,,
370,18,0,1,1,1,1,,,,,,,
370,19,0,1,1,1,1,,,,,,,
370,20,0,1,1,1,1,,,,,,,
370,21,0,1,1,1,1,,,,,,,
370,22,0,1,1,1,1,,,,,,,
370,23,0,1,1,1,1,,,,,,,
370,24,0,1,1,1,1,,,,,,,
370,25,0,1,1,1,1,,,,,,,
370,26,0,1,1,1,1,,,,,,,
370,27,0,1,1,1,1,,,,,,,
370,28,0,1,1,1,1,,,,,,,
370,29,13,1,1,1,1,,,,,,,
370,30,18,1,1,1,1,,,,,,,
370,31,18,1,1,1,1,,,,,,,
370,32,18,1,1,1,1,,,,,,,
370,33,18,1,1,1,1,,,,,,,
371,0,18,1,1,1,1,,,,,,,
371,1,18,1,1,1,1,,,,,,,
371,2,14,1,1,1,1,,,,,,,
371,3,0,1,1,1,1,,,,,,,
371,4,0,1,1,1,1,,,,,,,
371,5,0,1,1,1,1,,,,,,,
371,6,0,1,1,1,1,,,,,,,
371,7,0,1,1,1,1,,,,,,,
371,8,0,1,1,1,1,,,,,,,
371,9,0,1,1,1,1,,,,,,,
371,10,0,1,1,1,1,,,,,,,
371,11,0,1,1,1,1,,,,,,,
371,12,0,1,1,1,1,,,,,,,
371,13,0,1,1,1,1,,,,,,,
371,14,0,1,1,1,1,,,,,,,
371,15,0,1,1,1,1,,,,,,,
371,16,0,1,1,1,1,,,,,,,
371,17,0,1,1,1,1,,,,,,,
371,18,0,1,1,1,1,,,,,,,
371,19,0,1,1,1,1,,,,,,,
371,20,0,1,1,1,1,,,,,,,
371,21,0,1,1,1,1,,,,,,,
371,22,0,1,1,1,1,,,,,,,
371,23,0,1,1,1,1,,,,,,,
371,24,0,1,1,1,1,,,,,,,
371,25,0,1,1,1,1,,,,,,,
371,26,0,1,1,1,1,,,,,,,
371,27,0,1,1,1,1,,,,,,,
371,28,0,1,1,1,1,,,,,,,
371,29,13,1,1,1,1,,,,,,,
371,30,18,1,1,1,1,,,,,,,
371,31,18,1,1,1,1,,,,,,,
371,32,18,1,1,1,1,,,,,,,
371,33,18,1,1,1,1,,,,,,,
372,0,18,1,1,1,1,,,,,,,
372,1,18,1,1,1,1,,,,,,,
372,2,14,1,1,1,1,,,,,,,
372,3,0,1,1,1,1,,,,,,,
372,4,0,1,1,1,1,,,,,,,
372,5,0,1,1,1,1,,,,,,,
372,6,0,1,1,1,1,,,,,,,
372,7,0,1,1,1,1,,,,,,,
372,8,0,1,1,1,1,,,,,,,
372,9,0,1,1,1,1,,,,,,,
372,10,0,1,1,1,1,,,,,,,
372,11,0,1,1,1,1,,,,,,,
372,12,0,1,1,1,1,,,,,,,
372,13,0,1,1,1,1,,,,,,,
372,14,0,1,1,1,1,,,,,,,
372,15,0,1,1,1,1,,,,,,,
372,16,0,1,1,1,1,,,,,,,
372,17,0,1,1,1,1,,,,,,,
372,18,0,1,1,1,1,,,,,,,
372,19,0,1,1,1,1,,,,,,,
372,20,0,1,1,1,1,,,,,,,
372,21,0,1,1,1,1,,,,,,,
372,22,0,1,1,1,1,,,,,,,
372,23,0,1,1,1,1,,,,,,,
372,24,0,1,1,1,1,,,,,,,
372,25,0,1,1,1,1,,,,,,,
372,26,0,1,1,1,1,,,,,,,
372,27,0,1,1,1,1,,,,,,,
372,28,0,1,1,1,1,,,,,,,
372,29,13,1,1,1,1,,,,,,,
372,30,18,1,1,1,1,,,,,,,
372,31,18,1,1,1,1,,,,,,,
372,32,18,1,1,1,1,,,,,,,
372,33,18,1,1,1,1,,,,,,,
373,0,18,1,1,1,1,,,,,,,
373,1,18,1,1,1,1,,,,,,,
373,2,14,1,1,1,1,,,,,,,
373,3,0,1,1,1,1,,,,,,,
373,4,0,1,1,1,1,,,,,,,
373,5,0,1,1,1,1,,,,,,,
373,6,0,1,1,1,1,,,,,,,
373,7,0,1,1,1,1,,,,,,,
373,8,0,1,1,1,1,,,,,,,
373,9,0,1,1,1,1,,,,,,,
373,10,0,1,1,1,1,,,,,,,
373,11,0,1,1,1,1,,,,,,,
373,12,0,1,1,1,1,,,,,,,
373,13,0,1,1,1,1,,,,,,,
373,14,0,1,1,1,1,,,,,,,
373,15,0,1,1,1,1,,,,,,,
373,16,0,1,1,1,1,,,,,,,
373,17,0,1,1,1,1,,,,,,,
373,18,0,1,1,1,1,,,,,,,
373,19,0,1,1,1,1,,,,,,,
373,20,0,1,1,1,1,,,,,,,
373,21,0,1,1,1,1,,,,,,,
373,22,0,1,1,1,1,,,,,,,
373,23,0,1,1,1,1,,,,,,,
373,24,0,1,1,1,1,,,,,,,
373,25,0,1,1,1,1,,,,,,,
373,26,0,1,1,1,1,,,,,,,
373,27,0,1,1,1,1,,,,,,,
373,28,0,1,1,1,1,,,,,,,
373,29,13,1,1,1,1,,,,,,,
373,30,18,1,1,1,1,,,,,,,
373,31,18,1,1,1,1,,,,,,,
373,32,18,1,1,1,1,,,,,,,
373,33,18,1,1,1,1,,,,,,,
374,0,18,1,1,1,1,,,,,,,
374,1,18,1,1,1,1,,,,,,,
374,2,14,1,1,1,1,,,,,,,
374,3,0,1,1,1,1,,,,,,,
374,4,0,1,1,1,1,,,,,,,
374,5,0,1,1,1,1,,,,,,,
374,6,0,1,1,1,1,,,,,,,
374,7,0,1,1,1,1,,,,,,,
374,8,0,1,1,1,1,,,,,,,
374,9,0,1,1,1,1,,,,,,,
374,10,0,1,1,1,1,,,,,,,
374,11,0,1,1,1,1,,,,,,,
374,12,0,1,1,1,1,,,,,,,
374,13,0,1,1,1,1,,,,,,,
